id_venta,fecha,pais,ciudad,categoria,producto,cantidad,precio_unitario,canal
40,2024-11-03,Panama,Ciudad de Panama,Alimentos,Chocolate,1,41.70,web
41,2024-07-25,Mexico,Guadalajara,Electronica,Telefono,2,4085.05,web
42,2024-03-28,Panama,Ciudad de Panama,Deportes,Bicicleta,3,3686.99,app
43,2024-02-07,El Salvador,San Salvador,Alimentos,Cafe,1,105.33,tienda
44,2024-10-28,Panama,Ciudad de Panama,Alimentos,Cafe,1,92.82,web
45,2024-08-20,Guatemala,Escuintla,Deportes,Mancuernas,1,337.31,app
46,2024-12-28,Panama,Ciudad de Panama,Hogar,Licuadora,1,541.56,web
47,2024-08-21,Costa Rica,San Jose,Ropa,Pantalon,1,243.28,app
48,2024-02-14,El Salvador,Santa Ana,Ropa,Zapatos,1,527.85,web
49,2024-02-20,Panama,Ciudad de Panama,Deportes,Mancuernas,2,365.05,web
50,2024-11-13,El Salvador,Santa Ana,Hogar,Licuadora,3,520.51,web
51,2024-10-05,Honduras,Tegucigalpa,Ropa,Pantalon,1,274.99,web
52,2024-04-21,Panama,Ciudad de Panama,Deportes,Mancuernas,1,333.02,web
53,2024-03-09,El Salvador,Santa Ana,Electronica,Telefono,1,4625.29,tienda
54,2024-08-08,Panama,Ciudad de Panama,Hogar,Cafetera,2,706.38,tienda
55,2024-05-17,Costa Rica,Alajuela,Ropa,Pantalon,2,248.42,app
56,2024-05-06,Panama,Ciudad de Panama,Hogar,Lampara,1,199.74,web
57,2024-03-22,Panama,Ciudad de Panama,Deportes,Bicicleta,2,4046.90,app
58,2024-12-21,Costa Rica,San Jose,Electronica,Tablet,1,2790.97,app
59,2024-06-08,Panama,Ciudad de Panama,Alimentos,Miel,1,66.23,web
60,2024-01-28,Costa Rica,San Jose,Hogar,Cafetera,3,676.16,app
61,2024-10-21,Guatemala,Escuintla,Ropa,Camisa,1,204.22,web
62,2024-02-05,Costa Rica,San Jose,Ropa,Camisa,1,203.87,web
63,2024-08-08,Mexico,Ciudad de Mexico,Ropa,Zapatos,2,555.81,tienda
64,2024-08-03,El Salvador,San Miguel,Alimentos,Miel,1,78.92,app
65,2024-08-31,El Salvador,San Miguel,Alimentos,Chocolate,3,46.44,app
66,2024-08-09,Panama,Ciudad de Panama,Electronica,Audifonos,3,373.31,app
67,2024-11-16,Panama,Ciudad de Panama,Hogar,Lampara,3,215.43,app
68,2024-07-13,Panama,Ciudad de Panama,Electronica,Bocina,1,865.08,web
69,2024-08-09,Costa Rica,Alajuela,Electronica,Bocina,1,941.17,tienda
70,2024-01-21,Mexico,Monterrey,Deportes,Balon,1,164.78,web
71,2024-12-24,El Salvador,San Salvador,Electronica,Tablet,1,3057.35,tienda
72,2024-03-10,Costa Rica,San Jose,Ropa,Zapatos,5,471.11,app
73,2024-10-30,Panama,Ciudad de Panama,Deportes,Bicicleta,3,4356.56,app
74,2024-07-14,El Salvador,San Salvador,Hogar,Cafetera,2,689.77,app
75,2024-03-29,El Salvador,Santa Ana,Ropa,Camisa,3,193.47,web
76,2024-03-01,Guatemala,Quetzaltenango,Alimentos,Cafe,4,97.54,app
77,2024-11-21,Costa Rica,Alajuela,Deportes,Bicicleta,1,4380.17,app
78,2024-10-01,Panama,Ciudad de Panama,Hogar,Licuadora,1,440.21,app
79,2024-11-16,Costa Rica,Alajuela,Deportes,Mancuernas,2,346.42,web
80,2024-05-29,Costa Rica,San Jose,Ropa,Camisa,1,204.97,tienda
81,2024-02-22,Panama,Ciudad de Panama,Hogar,Licuadora,3,508.61,web
82,2024-01-17,Costa Rica,San Jose,Alimentos,Miel,1,65.51,web
83,2024-12-08,Panama,Ciudad de Panama,Ropa,Zapatos,1,543.27,web
84,2024-05-27,Costa Rica,Alajuela,Hogar,Cafetera,2,651.21,app
85,2024-02-25,Panama,Ciudad de Panama,Ropa,Pantalon,5,277.63,web
86,2024-09-22,Mexico,Guadalajara,Alimentos,Chocolate,1,41.06,web
87,2024-01-23,Panama,Ciudad de Panama,Ropa,Zapatos,4,547.53,web
88,2024-04-01,Panama,Ciudad de Panama,Electronica,Audifonos,3,401.82,web
89,2024-12-24,Panama,Ciudad de Panama,Ropa,Camisa,4,198.12,web
90,2024-12-05,El Salvador,Santa Ana,Hogar,Cafetera,1,714.09,web
91,2024-04-13,Costa Rica,San Jose,Ropa,Camisa,3,199.73,web
92,2024-05-15,Costa Rica,Alajuela,Hogar,Lampara,2,234.86,web
93,2024-12-02,Costa Rica,San Jose,Electronica,Audifonos,2,370.92,app
94,2024-02-01,Panama,Ciudad de Panama,Electronica,Tablet,1,2922.48,app
95,2024-04-01,Panama,Ciudad de Panama,Alimentos,Cafe,1,94.32,web
96,2024-08-21,Costa Rica,Alajuela,Hogar,Lampara,2,218.80,tienda
97,2024-09-21,Panama,Ciudad de Panama,Electronica,Telefono,5,3937.05,app
98,2024-09-06,Panama,Ciudad de Panama,Electronica,Bocina,4,994.24,app
99,2024-08-25,Panama,Ciudad de Panama,Electronica,Bocina,1,924.00,web
100,2024-03-10,Panama,Ciudad de Panama,Electronica,Telefono,2,4042.91,web
101,2024-12-15,El Salvador,San Salvador,Electronica,Bocina,2,876.50,app
102,2024-11-09,Panama,Ciudad de Panama,Hogar,Licuadora,1,527.26,web
103,2024-12-13,Panama,Ciudad de Panama,Hogar,Lampara,2,196.76,app
104,2024-01-31,El Salvador,Santa Ana,Alimentos,Cafe,3,88.21,tienda
105,2024-02-09,Mexico,Guadalajara,Hogar,Lampara,2,203.61,web
106,2024-02-23,Panama,Ciudad de Panama,Deportes,Balon,1,159.64,web
107,2024-09-14,Panama,Ciudad de Panama,Alimentos,Miel,1,69.80,web
108,2024-04-20,Mexico,Guadalajara,Ropa,Pantalon,2,247.45,app
109,2024-05-13,Costa Rica,Alajuela,Alimentos,Miel,1,68.39,tienda
110,2024-06-22,Costa Rica,San Jose,Hogar,Licuadora,1,500.95,tienda
111,2024-06-28,Panama,Ciudad de Panama,Deportes,Mancuernas,2,349.60,tienda
112,2024-06-08,Costa Rica,Alajuela,Deportes,Mancuernas,3,328.68,app
113,2024-03-07,Panama,Ciudad de Panama,Ropa,Zapatos,3,541.19,app
114,2024-10-10,Panama,Ciudad de Panama,Ropa,Zapatos,2,480.73,app
115,2024-12-28,Costa Rica,Alajuela,Hogar,Cafetera,1,661.24,web
116,2024-03-10,El Salvador,San Miguel,Electronica,Audifonos,1,335.60,app
117,2024-08-05,Costa Rica,Alajuela,Electronica,Bocina,2,1014.54,web
118,2024-06-30,El Salvador,Santa Ana,Alimentos,Cafe,2,90.88,app
119,2024-08-24,Panama,Ciudad de Panama,Electronica,Tablet,1,2803.69,web
120,2024-06-27,Costa Rica,San Jose,Hogar,Lampara,3,189.39,tienda
121,2024-12-13,Panama,Ciudad de Panama,Deportes,Balon,1,135.24,tienda
122,2024-04-27,Honduras,San Pedro Sula,Deportes,Bicicleta,1,3740.86,tienda
123,2024-09-06,Panama,Ciudad de Panama,Ropa,Zapatos,1,472.78,app
124,2024-01-02,Panama,Ciudad de Panama,Alimentos,Miel,2,68.44,web
125,2024-06-21,El Salvador,Santa Ana,Deportes,Balon,1,169.32,web
126,2024-06-20,El Salvador,San Miguel,Hogar,Licuadora,1,530.76,web
127,2024-08-02,Panama,Ciudad de Panama,Alimentos,Cafe,1,95.13,web
128,2024-04-02,El Salvador,Santa Ana,Alimentos,Cafe,2,100.78,app
129,2024-01-30,El Salvador,San Salvador,Deportes,Balon,1,138.06,tienda
130,2024-11-07,Panama,Ciudad de Panama,Ropa,Pantalon,1,236.19,tienda
131,2024-02-06,Costa Rica,San Jose,Alimentos,Miel,2,72.89,web
132,2024-04-14,Panama,Ciudad de Panama,Alimentos,Cafe,5,104.31,app
133,2024-09-24,Panama,Ciudad de Panama,Hogar,Licuadora,1,477.19,web
134,2024-05-08,Costa Rica,San Jose,Hogar,Cafetera,4,635.51,app
135,2024-04-10,El Salvador,San Salvador,Hogar,Licuadora,1,535.55,app
136,2024-05-19,Costa Rica,Alajuela,Electronica,Bocina,1,923.22,web
137,2024-02-08,Panama,Ciudad de Panama,Electronica,Bocina,1,830.46,web
138,2024-03-13,Panama,Ciudad de Panama,Alimentos,Cafe,2,101.93,app
139,2024-11-14,El Salvador,San Miguel,Ropa,Pantalon,1,292.96,web
140,2024-07-21,Panama,Ciudad de Panama,Hogar,Lampara,1,198.39,app
141,2024-09-27,Panama,Ciudad de Panama,Electronica,Bocina,2,854.46,app
142,2024-08-24,Panama,Ciudad de Panama,Deportes,Bicicleta,1,4124.50,web
143,2024-12-20,Costa Rica,Alajuela,Deportes,Bicicleta,3,3907.79,web
144,2024-01-06,El Salvador,San Miguel,Alimentos,Miel,3,65.10,web
145,2024-08-15,Panama,Ciudad de Panama,Alimentos,Chocolate,2,46.28,app
146,2024-07-29,Mexico,Monterrey,Electronica,Tablet,2,3098.39,web
147,2024-10-30,Costa Rica,San Jose,Alimentos,Miel,2,75.82,tienda
148,2024-11-25,Costa Rica,Alajuela,Electronica,Bocina,2,997.01,app
149,2024-03-17,Guatemala,Ciudad de Guatemala,Deportes,Mancuernas,1,310.78,app
150,2024-10-30,Panama,Ciudad de Panama,Deportes,Bicicleta,1,4210.70,web
151,2024-06-14,El Salvador,San Miguel,Electronica,Audifonos,1,342.99,app
152,2024-05-21,Panama,Ciudad de Panama,Hogar,Licuadora,1,461.07,tienda
153,2024-12-21,Costa Rica,San Jose,Hogar,Licuadora,1,489.95,web
154,2024-06-09,Honduras,Tegucigalpa,Alimentos,Miel,5,76.86,web
155,2024-07-14,Panama,Ciudad de Panama,Hogar,Cafetera,2,669.65,app
156,2024-05-13,Honduras,Tegucigalpa,Ropa,Zapatos,1,509.59,web
157,2024-01-30,Panama,Ciudad de Panama,Ropa,Zapatos,2,471.73,web
158,2024-06-25,Guatemala,Quetzaltenango,Hogar,Lampara,2,237.79,web
159,2024-12-20,Costa Rica,San Jose,Electronica,Telefono,2,4589.71,web
160,2024-04-14,El Salvador,Santa Ana,Deportes,Bicicleta,1,3805.11,web
161,2024-01-11,Costa Rica,Alajuela,Hogar,Lampara,1,198.41,app
162,2024-07-29,El Salvador,San Salvador,Alimentos,Chocolate,2,49.98,web
163,2024-08-11,Panama,Ciudad de Panama,Ropa,Zapatos,1,470.20,tienda
164,2024-05-06,Panama,Ciudad de Panama,Alimentos,Miel,4,73.16,app
165,2024-11-26,Panama,Ciudad de Panama,Deportes,Bicicleta,4,4361.92,tienda
166,2024-12-08,Panama,Ciudad de Panama,Ropa,Pantalon,3,294.55,web
167,2024-11-09,El Salvador,Santa Ana,Deportes,Balon,2,158.51,app
168,2024-02-04,Costa Rica,Alajuela,Alimentos,Cafe,1,101.88,app
169,2024-07-13,Panama,Ciudad de Panama,Ropa,Pantalon,3,260.03,web
170,2024-02-29,Costa Rica,San Jose,Ropa,Camisa,1,197.69,tienda
171,2024-07-05,Mexico,Guadalajara,Alimentos,Chocolate,2,46.69,app
172,2024-01-19,Costa Rica,Alajuela,Electronica,Bocina,4,1025.88,web
173,2024-02-21,Costa Rica,San Jose,Hogar,Cafetera,1,643.43,app
174,2024-03-28,El Salvador,San Miguel,Alimentos,Chocolate,4,51.25,app
175,2024-03-25,Guatemala,Quetzaltenango,Alimentos,Chocolate,1,47.84,app
176,2024-09-04,Panama,Ciudad de Panama,Ropa,Camisa,4,163.62,tienda
177,2024-10-19,Mexico,Ciudad de Mexico,Ropa,Pantalon,2,272.21,app
178,2024-11-28,Panama,Ciudad de Panama,Deportes,Bicicleta,1,4224.17,web
179,2024-03-19,El Salvador,Santa Ana,Hogar,Cafetera,1,692.23,web
180,2024-12-01,Costa Rica,Alajuela,Alimentos,Chocolate,1,47.59,app
181,2024-07-05,El Salvador,San Miguel,Alimentos,Chocolate,1,41.45,web
182,2024-02-23,El Salvador,Santa Ana,Ropa,Camisa,4,196.74,tienda
183,2024-06-06,Mexico,Guadalajara,Ropa,Pantalon,1,248.87,app
184,2024-08-22,Panama,Ciudad de Panama,Electronica,Tablet,2,2545.88,web
185,2024-03-11,Panama,Ciudad de Panama,Ropa,Zapatos,1,525.15,tienda
186,2024-06-17,El Salvador,Santa Ana,Ropa,Camisa,1,165.58,web
187,2024-11-05,Panama,Ciudad de Panama,Deportes,Bicicleta,1,4411.59,web
188,2024-09-13,El Salvador,San Salvador,Alimentos,Chocolate,2,40.71,app
189,2024-04-04,El Salvador,San Salvador,Electronica,Tablet,1,3035.51,tienda
190,2024-06-30,El Salvador,San Miguel,Alimentos,Chocolate,5,48.44,app
191,2024-07-22,El Salvador,Santa Ana,Electronica,Tablet,2,2603.73,tienda
192,2024-05-31,Panama,Ciudad de Panama,Alimentos,Miel,1,66.78,web
193,2024-09-15,Guatemala,Escuintla,Ropa,Zapatos,1,485.61,web
194,2024-05-31,Costa Rica,Alajuela,Deportes,Balon,1,150.40,app
195,2024-02-02,Mexico,Monterrey,Alimentos,Miel,2,67.66,app
196,2024-02-26,Panama,Ciudad de Panama,Deportes,Mancuernas,1,305.40,app
197,2024-05-22,El Salvador,Santa Ana,Hogar,Lampara,4,239.32,tienda
198,2024-06-25,Panama,Ciudad de Panama,Electronica,Bocina,2,905.39,web
199,2024-12-22,Costa Rica,Alajuela,Ropa,Pantalon,2,278.99,app
200,2024-09-04,El Salvador,San Miguel,Ropa,Camisa,1,183.34,web
201,2024-05-04,Panama,Ciudad de Panama,Alimentos,Chocolate,2,42.49,web
202,2024-01-17,Panama,Ciudad de Panama,Ropa,Zapatos,1,543.81,web
203,2024-04-03,Costa Rica,San Jose,Electronica,Audifonos,2,322.78,app
204,2024-03-28,El Salvador,San Miguel,Hogar,Cafetera,2,644.32,web
205,2024-09-16,El Salvador,Santa Ana,Ropa,Zapatos,2,573.73,tienda
206,2024-04-11,Costa Rica,Alajuela,Deportes,Balon,1,172.14,web
207,2024-05-02,El Salvador,San Miguel,Deportes,Mancuernas,1,325.65,app
208,2024-02-09,El Salvador,Santa Ana,Electronica,Audifonos,2,338.07,tienda
209,2024-07-15,Panama,Ciudad de Panama,Electronica,Tablet,1,3042.52,app
210,2024-06-16,Costa Rica,Alajuela,Deportes,Mancuernas,1,340.09,app
211,2024-09-02,El Salvador,San Salvador,Hogar,Lampara,1,192.74,web
212,2024-02-14,Costa Rica,San Jose,Alimentos,Cafe,2,102.15,app
213,2024-08-11,Panama,Ciudad de Panama,Alimentos,Chocolate,2,43.40,web
214,2024-03-24,Panama,Ciudad de Panama,Alimentos,Miel,1,66.69,app
215,2024-06-16,Panama,Ciudad de Panama,Hogar,Licuadora,1,516.84,web
216,2024-06-07,El Salvador,San Miguel,Alimentos,Cafe,1,108.39,app
217,2024-11-26,Panama,Ciudad de Panama,Alimentos,Cafe,1,91.45,app
218,2024-02-18,Guatemala,Quetzaltenango,Electronica,Telefono,2,3964.64,web
219,2024-03-18,Panama,Ciudad de Panama,Deportes,Balon,1,143.48,web
220,2024-01-06,Costa Rica,Alajuela,Ropa,Camisa,3,177.47,web
221,2024-04-06,Panama,Ciudad de Panama,Hogar,Licuadora,1,463.77,web
222,2024-10-29,El Salvador,San Salvador,Deportes,Bicicleta,2,4209.45,tienda
223,2024-02-09,Panama,Ciudad de Panama,Ropa,Zapatos,2,576.01,app
224,2024-02-22,Panama,Ciudad de Panama,Deportes,Balon,5,160.84,tienda
225,2024-09-29,Panama,Ciudad de Panama,Ropa,Zapatos,4,580.08,web
226,2024-02-06,Panama,Ciudad de Panama,Hogar,Lampara,3,209.05,web
227,2024-08-05,Costa Rica,San Jose,Alimentos,Chocolate,1,47.49,web
228,2024-09-10,El Salvador,Santa Ana,Deportes,Mancuernas,1,351.35,app
229,2024-10-28,Costa Rica,Alajuela,Ropa,Pantalon,1,296.83,app
230,2024-09-11,Costa Rica,Alajuela,Alimentos,Chocolate,2,41.38,tienda
231,2024-01-17,Mexico,Ciudad de Mexico,Alimentos,Chocolate,4,51.48,web
232,2024-04-01,El Salvador,San Miguel,Electronica,Bocina,1,829.67,tienda
233,2024-07-08,Mexico,Guadalajara,Alimentos,Miel,3,67.87,tienda
234,2024-05-30,Costa Rica,Alajuela,Deportes,Balon,2,166.83,tienda
235,2024-06-25,Costa Rica,Alajuela,Alimentos,Miel,2,64.87,web
236,2024-12-04,Costa Rica,Alajuela,Hogar,Cafetera,3,618.91,app
237,2024-08-05,Panama,Ciudad de Panama,Deportes,Balon,2,143.51,app
238,2024-12-25,Panama,Ciudad de Panama,Ropa,Camisa,1,178.13,app
239,2024-06-24,Costa Rica,San Jose,Deportes,Mancuernas,3,321.67,web
240,2024-11-03,Costa Rica,Alajuela,Ropa,Zapatos,1,487.21,tienda
241,2024-01-28,Panama,Ciudad de Panama,Electronica,Telefono,1,4282.38,web
242,2024-09-08,Costa Rica,San Jose,Electronica,Bocina,3,914.72,app
243,2024-06-28,Panama,Ciudad de Panama,Alimentos,Cafe,1,86.63,tienda
244,2024-11-30,Panama,Ciudad de Panama,Electronica,Tablet,1,2735.16,tienda
245,2024-12-08,Mexico,Monterrey,Hogar,Cafetera,3,628.96,web
246,2024-10-17,Panama,Ciudad de Panama,Electronica,Telefono,4,4220.60,web
247,2024-09-23,Costa Rica,San Jose,Ropa,Zapatos,3,529.23,app
248,2024-10-20,Mexico,Ciudad de Mexico,Deportes,Balon,1,160.55,app
249,2024-06-26,El Salvador,Santa Ana,Ropa,Zapatos,2,581.42,web
250,2024-09-07,Costa Rica,Alajuela,Electronica,Tablet,2,2748.04,web
251,2024-02-29,El Salvador,San Miguel,Alimentos,Chocolate,2,48.76,tienda
252,2024-10-23,Guatemala,Antigua Guatemala,Electronica,Audifonos,3,362.30,app
253,2024-10-13,El Salvador,San Salvador,Alimentos,Miel,3,77.46,web
254,2024-07-08,El Salvador,San Salvador,Ropa,Zapatos,2,493.84,tienda
255,2024-12-29,Costa Rica,San Jose,Electronica,Bocina,3,816.26,web
256,2024-08-25,El Salvador,San Salvador,Hogar,Cafetera,2,728.88,app
257,2024-04-12,El Salvador,San Salvador,Alimentos,Chocolate,2,49.07,web
258,2024-09-05,Panama,Ciudad de Panama,Ropa,Zapatos,1,583.70,app
259,2024-04-23,El Salvador,San Salvador,Ropa,Pantalon,2,246.37,app
260,2024-06-23,Honduras,Tegucigalpa,Ropa,Camisa,3,206.95,web
261,2024-08-25,Panama,Ciudad de Panama,Electronica,Tablet,5,2645.99,web
262,2024-05-08,Panama,Ciudad de Panama,Alimentos,Cafe,2,94.08,tienda
263,2024-03-27,Costa Rica,Alajuela,Hogar,Licuadora,1,479.06,app
264,2024-03-10,El Salvador,Santa Ana,Hogar,Lampara,4,224.67,web
265,2024-04-17,Costa Rica,San Jose,Deportes,Bicicleta,3,4306.87,app
266,2024-06-06,Panama,Ciudad de Panama,Electronica,Bocina,1,1029.88,app
267,2024-12-28,Costa Rica,San Jose,Ropa,Pantalon,2,290.62,web
268,2024-05-12,Panama,Ciudad de Panama,Hogar,Cafetera,1,611.74,web
269,2024-06-04,Panama,Ciudad de Panama,Alimentos,Chocolate,2,42.14,app
270,2024-11-02,Costa Rica,San Jose,Alimentos,Chocolate,4,47.75,app
271,2024-04-22,Costa Rica,Alajuela,Deportes,Bicicleta,5,4427.35,tienda
272,2024-07-20,Panama,Ciudad de Panama,Deportes,Bicicleta,1,3883.18,web
273,2024-02-25,El Salvador,Santa Ana,Deportes,Mancuernas,2,315.10,web
274,2024-05-13,Guatemala,Antigua Guatemala,Alimentos,Miel,3,63.28,web
275,2024-02-03,Costa Rica,Alajuela,Alimentos,Chocolate,3,42.11,app
276,2024-10-05,El Salvador,San Miguel,Ropa,Zapatos,3,562.98,web
277,2024-01-20,Panama,Ciudad de Panama,Hogar,Lampara,1,223.48,app
278,2024-05-05,Panama,Ciudad de Panama,Ropa,Pantalon,3,289.09,tienda
279,2024-11-23,Mexico,Ciudad de Mexico,Hogar,Cafetera,1,641.30,web
280,2024-10-27,Panama,Ciudad de Panama,Alimentos,Chocolate,1,47.14,web
281,2024-01-26,Honduras,Tegucigalpa,Deportes,Bicicleta,2,4181.54,app
282,2024-06-20,Guatemala,Quetzaltenango,Electronica,Audifonos,4,324.72,app
283,2024-07-19,Costa Rica,Alajuela,Deportes,Bicicleta,1,3785.62,app
284,2024-12-21,Costa Rica,Alajuela,Hogar,Licuadora,1,456.60,tienda
285,2024-07-18,Costa Rica,San Jose,Ropa,Camisa,1,169.92,tienda
286,2024-06-23,El Salvador,San Miguel,Hogar,Cafetera,1,618.75,app
287,2024-12-17,Panama,Ciudad de Panama,Deportes,Bicicleta,1,4305.87,web
288,2024-08-23,Panama,Ciudad de Panama,Alimentos,Cafe,1,98.05,web
289,2024-04-19,El Salvador,San Miguel,Hogar,Lampara,2,227.86,web
290,2024-11-08,Panama,Ciudad de Panama,Electronica,Telefono,2,4042.23,web
291,2024-07-05,El Salvador,San Salvador,Deportes,Mancuernas,2,319.98,tienda
292,2024-06-29,Panama,Ciudad de Panama,Electronica,Bocina,2,985.19,tienda
293,2024-09-26,Panama,Ciudad de Panama,Hogar,Licuadora,1,544.29,tienda
294,2024-05-04,El Salvador,San Salvador,Deportes,Mancuernas,2,288.47,tienda
295,2024-12-01,Mexico,Ciudad de Mexico,Alimentos,Cafe,1,86.56,web
296,2024-06-08,Costa Rica,San Jose,Alimentos,Cafe,1,94.08,web
297,2024-04-10,Panama,Ciudad de Panama,Alimentos,Cafe,1,89.85,web
298,2024-02-28,El Salvador,Santa Ana,Electronica,Tablet,2,2662.72,app
299,2024-08-07,El Salvador,San Salvador,Deportes,Balon,1,158.24,tienda
300,2024-12-02,Panama,Ciudad de Panama,Deportes,Mancuernas,2,309.76,app
301,2024-10-02,El Salvador,San Miguel,Deportes,Bicicleta,2,3539.76,app
302,2024-04-12,Panama,Ciudad de Panama,Deportes,Bicicleta,3,3518.80,web
303,2024-12-23,El Salvador,San Miguel,Hogar,Lampara,1,222.34,web
304,2024-09-01,Costa Rica,Alajuela,Hogar,Cafetera,2,727.73,app
305,2024-08-31,El Salvador,San Miguel,Electronica,Bocina,1,938.59,web
306,2024-02-11,Costa Rica,Alajuela,Hogar,Cafetera,4,626.36,web
307,2024-04-08,El Salvador,Santa Ana,Electronica,Telefono,1,3917.04,web
308,2024-02-27,Costa Rica,San Jose,Deportes,Balon,3,135.76,app
309,2024-07-14,Panama,Ciudad de Panama,Alimentos,Miel,2,72.55,web
310,2024-03-09,Costa Rica,Alajuela,Ropa,Zapatos,1,473.66,app
311,2024-09-10,Guatemala,Escuintla,Alimentos,Cafe,4,93.56,web
312,2024-11-29,El Salvador,Santa Ana,Deportes,Mancuernas,1,366.82,app
313,2024-10-26,Costa Rica,San Jose,Alimentos,Chocolate,2,49.07,web
314,2024-04-12,Honduras,San Pedro Sula,Electronica,Telefono,2,4253.60,app
315,2024-11-28,Panama,Ciudad de Panama,Hogar,Licuadora,2,543.95,web
316,2024-01-28,El Salvador,Santa Ana,Electronica,Audifonos,3,327.61,app
317,2024-01-04,Panama,Ciudad de Panama,Deportes,Bicicleta,1,3738.13,app
318,2024-08-16,Mexico,Guadalajara,Ropa,Camisa,4,204.94,web
319,2024-04-10,Panama,Ciudad de Panama,Electronica,Tablet,2,2974.51,app
320,2024-01-06,El Salvador,Santa Ana,Alimentos,Cafe,2,107.74,web
321,2024-10-12,Panama,Ciudad de Panama,Alimentos,Miel,2,68.14,tienda
322,2024-06-01,Panama,Ciudad de Panama,Alimentos,Chocolate,1,46.09,tienda
323,2024-10-08,Costa Rica,San Jose,Deportes,Balon,1,159.67,web
324,2024-12-03,Panama,Ciudad de Panama,Alimentos,Cafe,1,103.44,app
325,2024-03-02,Costa Rica,Alajuela,Hogar,Licuadora,1,504.89,web
326,2024-02-22,Costa Rica,Alajuela,Hogar,Licuadora,1,541.81,app
327,2024-10-09,Honduras,San Pedro Sula,Ropa,Camisa,3,183.41,tienda
328,2024-03-24,Mexico,Guadalajara,Hogar,Cafetera,1,626.41,web
329,2024-01-11,El Salvador,Santa Ana,Alimentos,Chocolate,4,48.12,web
330,2024-02-25,Panama,Ciudad de Panama,Electronica,Audifonos,1,353.23,web
331,2024-03-29,Costa Rica,Alajuela,Deportes,Bicicleta,1,4132.03,web
332,2024-09-06,Panama,Ciudad de Panama,Hogar,Lampara,1,226.03,web
333,2024-03-07,Costa Rica,Alajuela,Deportes,Bicicleta,3,3948.86,app
334,2024-01-25,Costa Rica,San Jose,Hogar,Licuadora,3,545.99,web
335,2024-04-16,Costa Rica,San Jose,Electronica,Tablet,2,2649.25,web
