id_venta,fecha,pais,ciudad,categoria,producto,cantidad,precio_unitario,canal
97,2024-06-13,El Salvador,Santa Ana,Deportes,Mancuernas,1,327.10,tienda
98,2024-10-14,Mexico,Monterrey,Electronica,Tablet,3,2625.78,web
99,2024-03-01,Costa Rica,Alajuela,Alimentos,Chocolate,2,43.95,web
100,2024-08-21,Honduras,Tegucigalpa,Ropa,Pantalon,3,274.14,tienda
101,2024-08-25,Mexico,Guadalajara,Alimentos,Chocolate,5,48.49,app
102,2024-09-19,Honduras,San Pedro Sula,Hogar,Licuadora,1,466.15,app
103,2024-02-10,Honduras,San Pedro Sula,Deportes,Mancuernas,2,345.31,app
104,2024-04-11,Guatemala,Ciudad de Guatemala,Electronica,Telefono,1,4284.58,tienda
105,2024-05-09,Costa Rica,San Jose,Electronica,Telefono,5,4442.88,app
106,2024-01-24,Guatemala,Escuintla,Electronica,Tablet,2,2544.33,web
107,2024-03-10,Mexico,Ciudad de Mexico,Alimentos,Chocolate,3,45.05,app
108,2024-06-06,Guatemala,Quetzaltenango,Deportes,Balon,1,139.33,web
109,2024-04-23,Panama,Ciudad de Panama,Alimentos,Miel,1,67.10,app
110,2024-06-01,Mexico,Monterrey,Hogar,Licuadora,1,486.80,web
111,2024-09-14,Guatemala,Antigua Guatemala,Ropa,Pantalon,2,274.92,app
112,2024-02-06,Mexico,Monterrey,Alimentos,Cafe,1,95.41,web
113,2024-05-23,Guatemala,Antigua Guatemala,Alimentos,Chocolate,1,45.03,tienda
114,2024-09-09,Guatemala,Antigua Guatemala,Hogar,Cafetera,4,743.29,app
115,2024-09-13,Costa Rica,San Jose,Deportes,Mancuernas,4,351.66,tienda
116,2024-01-24,Costa Rica,San Jose,Deportes,Balon,1,141.55,web
117,2024-03-06,El Salvador,San Salvador,Electronica,Telefono,2,4159.71,tienda
118,2024-09-03,Costa Rica,Alajuela,Alimentos,Cafe,2,101.81,app
119,2024-08-05,Mexico,Guadalajara,Alimentos,Miel,2,72.28,web
120,2024-03-29,Mexico,Guadalajara,Alimentos,Miel,1,76.08,web
121,2024-07-17,Mexico,Guadalajara,Electronica,Telefono,1,4422.96,tienda
122,2024-03-10,Honduras,Tegucigalpa,Electronica,Audifonos,1,377.97,app
123,2024-03-01,Mexico,Guadalajara,Electronica,Telefono,2,3863.45,tienda
124,2024-07-31,Guatemala,Ciudad de Guatemala,Electronica,Tablet,2,2905.30,tienda
125,2024-08-08,Guatemala,Ciudad de Guatemala,Deportes,Mancuernas,2,289.50,app
126,2024-02-25,Mexico,Monterrey,Hogar,Licuadora,5,466.60,app
127,2024-05-06,Guatemala,Ciudad de Guatemala,Deportes,Bicicleta,1,3888.52,tienda
128,2024-12-10,Guatemala,Escuintla,Electronica,Bocina,1,957.46,tienda
129,2024-10-31,Costa Rica,San Jose,Alimentos,Chocolate,1,50.98,tienda
130,2024-08-12,Costa Rica,Alajuela,Ropa,Zapatos,1,534.20,app
131,2024-11-07,Guatemala,Quetzaltenango,Hogar,Cafetera,1,636.17,tienda
132,2024-09-28,Mexico,Ciudad de Mexico,Alimentos,Miel,1,76.62,app
133,2024-12-20,Guatemala,Escuintla,Hogar,Licuadora,3,470.52,tienda
134,2024-10-13,Costa Rica,San Jose,Electronica,Tablet,1,2793.54,app
135,2024-02-06,Guatemala,Ciudad de Guatemala,Alimentos,Cafe,4,106.17,tienda
136,2024-02-28,El Salvador,San Salvador,Ropa,Camisa,2,170.30,app
137,2024-05-11,Honduras,Tegucigalpa,Alimentos,Cafe,2,103.75,tienda
138,2024-07-27,Guatemala,Quetzaltenango,Hogar,Lampara,2,204.97,app
139,2024-06-21,Costa Rica,San Jose,Electronica,Telefono,3,4076.45,tienda
140,2024-10-04,Mexico,Ciudad de Mexico,Alimentos,Chocolate,2,48.45,tienda
141,2024-03-15,Honduras,San Pedro Sula,Deportes,Mancuernas,2,297.47,app
142,2024-09-28,Mexico,Ciudad de Mexico,Alimentos,Chocolate,3,46.10,app
143,2024-12-11,Honduras,San Pedro Sula,Ropa,Pantalon,3,266.48,app
144,2024-09-08,Guatemala,Antigua Guatemala,Hogar,Lampara,1,229.84,app
145,2024-02-07,Mexico,Guadalajara,Deportes,Bicicleta,1,4256.92,tienda
146,2024-10-22,Honduras,Tegucigalpa,Deportes,Bicicleta,3,4189.94,tienda
147,2024-02-07,Guatemala,Ciudad de Guatemala,Ropa,Camisa,1,167.15,tienda
148,2024-09-15,Costa Rica,Alajuela,Deportes,Balon,1,147.53,web
149,2024-12-12,Costa Rica,Alajuela,Electronica,Bocina,1,928.96,app
150,2024-11-03,El Salvador,San Salvador,Hogar,Lampara,1,194.69,web
151,2024-05-21,Guatemala,Ciudad de Guatemala,Hogar,Licuadora,5,503.02,app
152,2024-02-17,Mexico,Monterrey,Alimentos,Chocolate,3,40.67,tienda
153,2024-09-21,Honduras,San Pedro Sula,Deportes,Balon,2,140.95,app
154,2024-03-01,Honduras,San Pedro Sula,Ropa,Pantalon,2,277.39,app
155,2024-03-14,Mexico,Ciudad de Mexico,Alimentos,Miel,4,76.50,tienda
156,2024-08-20,Honduras,Tegucigalpa,Ropa,Camisa,3,197.15,tienda
157,2024-01-25,Honduras,Tegucigalpa,Ropa,Camisa,4,166.17,tienda
158,2024-07-25,Costa Rica,San Jose,Deportes,Mancuernas,4,321.56,tienda
159,2024-04-26,Costa Rica,Alajuela,Hogar,Cafetera,3,629.93,web
160,2024-09-29,Honduras,San Pedro Sula,Hogar,Cafetera,1,700.87,app
161,2024-07-04,Guatemala,Antigua Guatemala,Hogar,Licuadora,3,443.32,app
162,2024-12-23,Costa Rica,San Jose,Hogar,Lampara,2,189.88,app
163,2024-06-04,El Salvador,Santa Ana,Hogar,Cafetera,2,601.28,web
164,2024-06-25,Guatemala,Quetzaltenango,Ropa,Pantalon,1,261.97,app
165,2024-02-18,Honduras,Tegucigalpa,Alimentos,Cafe,5,109.12,web
166,2024-01-01,El Salvador,San Salvador,Ropa,Pantalon,1,251.88,tienda
167,2024-03-02,El Salvador,Santa Ana,Ropa,Pantalon,1,286.12,tienda
168,2024-09-28,Costa Rica,San Jose,Alimentos,Chocolate,4,44.14,tienda
169,2024-11-21,Guatemala,Ciudad de Guatemala,Ropa,Camisa,1,185.30,web
170,2024-12-05,Costa Rica,Alajuela,Ropa,Zapatos,1,546.53,app
171,2024-11-15,Honduras,Tegucigalpa,Electronica,Telefono,3,4424.76,app
172,2024-02-19,Guatemala,Escuintla,Deportes,Mancuernas,1,333.03,tienda
173,2024-12-19,Mexico,Guadalajara,Electronica,Telefono,1,4377.68,tienda
174,2024-11-25,Mexico,Ciudad de Mexico,Deportes,Mancuernas,4,347.22,web
175,2024-04-21,El Salvador,San Miguel,Deportes,Mancuernas,1,322.70,web
176,2024-07-12,Guatemala,Antigua Guatemala,Alimentos,Miel,1,76.29,tienda
177,2024-05-14,Honduras,Tegucigalpa,Deportes,Mancuernas,3,295.95,tienda
178,2024-03-29,Guatemala,Ciudad de Guatemala,Alimentos,Miel,1,75.11,app
179,2024-07-31,Mexico,Monterrey,Hogar,Licuadora,1,478.09,tienda
180,2024-02-22,Honduras,San Pedro Sula,Hogar,Licuadora,1,538.66,tienda
181,2024-11-24,Mexico,Monterrey,Deportes,Bicicleta,1,4481.85,app
182,2024-11-15,Mexico,Monterrey,Alimentos,Chocolate,1,46.34,tienda
183,2024-07-26,Guatemala,Ciudad de Guatemala,Electronica,Tablet,4,2817.09,tienda
184,2024-05-02,Honduras,Tegucigalpa,Ropa,Camisa,2,182.46,tienda
185,2024-08-05,Honduras,San Pedro Sula,Hogar,Licuadora,1,467.62,tienda
186,2024-05-01,Guatemala,Quetzaltenango,Deportes,Bicicleta,2,4138.05,app
187,2024-03-20,Honduras,Tegucigalpa,Deportes,Bicicleta,2,4468.63,app
188,2024-11-16,El Salvador,San Salvador,Deportes,Bicicleta,1,3588.95,tienda
189,2024-12-01,Mexico,Guadalajara,Alimentos,Cafe,4,92.38,tienda
190,2024-05-12,Costa Rica,Alajuela,Hogar,Licuadora,5,433.92,tienda
191,2024-07-12,Mexico,Ciudad de Mexico,Alimentos,Chocolate,4,42.28,tienda
192,2024-07-25,Mexico,Ciudad de Mexico,Hogar,Licuadora,1,461.30,app
193,2024-07-24,Mexico,Guadalajara,Deportes,Bicicleta,1,3782.99,app
194,2024-03-30,Guatemala,Escuintla,Alimentos,Miel,1,79.83,web
195,2024-03-21,Honduras,Tegucigalpa,Electronica,Telefono,3,3824.08,web
196,2024-08-24,Mexico,Monterrey,Alimentos,Chocolate,1,41.81,tienda
197,2024-03-20,Guatemala,Quetzaltenango,Alimentos,Chocolate,3,45.45,app
198,2024-09-04,Honduras,Tegucigalpa,Deportes,Mancuernas,1,353.95,tienda
199,2024-03-30,El Salvador,San Miguel,Alimentos,Miel,5,64.32,app
200,2024-01-02,Honduras,Tegucigalpa,Alimentos,Chocolate,3,41.39,app
201,2024-03-09,Honduras,San Pedro Sula,Ropa,Zapatos,3,572.31,app
202,2024-01-01,Mexico,Monterrey,Deportes,Bicicleta,1,4225.04,web
203,2024-05-16,Mexico,Guadalajara,Electronica,Telefono,1,4627.30,web
204,2024-08-04,Honduras,San Pedro Sula,Ropa,Pantalon,1,236.40,app
205,2024-09-13,Honduras,San Pedro Sula,Alimentos,Miel,1,70.05,tienda
206,2024-05-28,Guatemala,Ciudad de Guatemala,Ropa,Zapatos,1,490.12,app
207,2024-11-01,El Salvador,San Salvador,Ropa,Camisa,2,193.15,app
208,2024-02-16,Mexico,Guadalajara,Deportes,Bicicleta,3,3739.96,tienda
209,2024-10-27,Costa Rica,San Jose,Ropa,Camisa,1,199.44,app
210,2024-02-04,Guatemala,Ciudad de Guatemala,Electronica,Telefono,1,4789.55,web
211,2024-04-17,Guatemala,Quetzaltenango,Alimentos,Chocolate,1,50.15,app
212,2024-06-25,Honduras,Tegucigalpa,Electronica,Bocina,3,816.44,tienda
213,2024-03-19,Honduras,Tegucigalpa,Electronica,Audifonos,1,392.96,app
214,2024-04-21,Mexico,Guadalajara,Ropa,Camisa,4,172.57,app
215,2024-12-13,Mexico,Monterrey,Hogar,Licuadora,2,543.07,tienda
216,2024-11-27,Honduras,Tegucigalpa,Hogar,Cafetera,1,593.69,app
217,2024-07-04,Costa Rica,Alajuela,Alimentos,Miel,3,68.48,app
218,2024-01-22,Mexico,Ciudad de Mexico,Alimentos,Chocolate,1,51.36,app
219,2024-01-27,Mexico,Guadalajara,Alimentos,Chocolate,2,43.70,app
220,2024-05-28,Guatemala,Antigua Guatemala,Ropa,Camisa,1,163.97,tienda
221,2024-07-05,Guatemala,Quetzaltenango,Deportes,Bicicleta,3,3561.55,app
222,2024-08-13,Guatemala,Quetzaltenango,Ropa,Pantalon,3,254.29,tienda
223,2024-08-19,Guatemala,Ciudad de Guatemala,Hogar,Lampara,3,213.52,app
224,2024-08-21,El Salvador,San Miguel,Deportes,Balon,1,145.67,tienda
225,2024-03-30,Honduras,Tegucigalpa,Hogar,Lampara,2,236.16,web
226,2024-03-10,El Salvador,San Salvador,Ropa,Zapatos,1,595.16,tienda
227,2024-06-19,El Salvador,Santa Ana,Alimentos,Miel,1,77.67,tienda
228,2024-01-06,Honduras,Tegucigalpa,Alimentos,Chocolate,5,50.01,app
229,2024-02-08,Guatemala,Quetzaltenango,Ropa,Pantalon,1,235.43,app
230,2024-07-23,Costa Rica,San Jose,Hogar,Cafetera,2,688.29,tienda
231,2024-07-17,Mexico,Monterrey,Alimentos,Miel,1,68.23,tienda
232,2024-02-01,Guatemala,Quetzaltenango,Alimentos,Cafe,1,99.04,app
233,2024-12-04,Guatemala,Quetzaltenango,Hogar,Licuadora,5,526.95,app
234,2024-06-22,Honduras,San Pedro Sula,Deportes,Balon,1,160.74,tienda
235,2024-08-31,Costa Rica,Alajuela,Deportes,Bicicleta,4,4072.17,app
236,2024-06-12,Guatemala,Escuintla,Deportes,Mancuernas,1,355.85,app
237,2024-10-17,Guatemala,Ciudad de Guatemala,Electronica,Bocina,1,837.04,app
238,2024-03-24,Mexico,Monterrey,Hogar,Licuadora,1,521.49,tienda
239,2024-07-19,El Salvador,San Salvador,Hogar,Cafetera,2,699.23,web
240,2024-09-08,Honduras,San Pedro Sula,Electronica,Tablet,1,2667.16,app
241,2024-07-02,Mexico,Guadalajara,Electronica,Bocina,1,901.01,app
242,2024-11-04,Honduras,San Pedro Sula,Hogar,Licuadora,4,445.61,web
243,2024-05-11,Mexico,Monterrey,Alimentos,Cafe,1,108.59,tienda
244,2024-12-26,Honduras,Tegucigalpa,Hogar,Cafetera,3,715.99,tienda
245,2024-01-18,Mexico,Monterrey,Ropa,Camisa,1,167.78,web
246,2024-02-07,Guatemala,Antigua Guatemala,Hogar,Lampara,1,190.33,web
247,2024-11-07,Guatemala,Antigua Guatemala,Alimentos,Cafe,4,93.68,app
248,2024-08-22,El Salvador,San Miguel,Ropa,Zapatos,2,502.57,web
249,2024-10-31,El Salvador,San Miguel,Hogar,Lampara,1,231.24,web
250,2024-04-29,Panama,Ciudad de Panama,Ropa,Pantalon,2,277.00,web
251,2024-10-20,Guatemala,Ciudad de Guatemala,Electronica,Audifonos,2,364.38,tienda
252,2024-09-29,Guatemala,Ciudad de Guatemala,Deportes,Bicicleta,5,3649.02,tienda
253,2024-11-06,Honduras,San Pedro Sula,Hogar,Licuadora,1,481.02,app
254,2024-07-28,Costa Rica,San Jose,Deportes,Mancuernas,1,364.29,web
255,2024-08-09,Mexico,Guadalajara,Hogar,Licuadora,1,441.38,web
256,2024-10-12,Costa Rica,San Jose,Ropa,Pantalon,1,241.46,app
257,2024-05-06,Mexico,Ciudad de Mexico,Hogar,Licuadora,5,445.73,app
258,2024-01-10,Guatemala,Antigua Guatemala,Alimentos,Cafe,2,104.09,app
259,2024-11-24,Mexico,Ciudad de Mexico,Ropa,Camisa,2,206.34,app
260,2024-02-08,Guatemala,Quetzaltenango,Alimentos,Cafe,3,104.50,app
261,2024-05-24,Honduras,Tegucigalpa,Deportes,Mancuernas,1,361.46,app
262,2024-05-20,Guatemala,Antigua Guatemala,Hogar,Lampara,1,234.00,web
263,2024-07-03,El Salvador,Santa Ana,Alimentos,Cafe,5,101.82,web
264,2024-12-17,Mexico,Guadalajara,Hogar,Cafetera,1,655.85,tienda
265,2024-06-19,Mexico,Monterrey,Hogar,Cafetera,1,652.73,app
266,2024-01-25,Mexico,Monterrey,Electronica,Bocina,1,991.10,app
267,2024-10-17,Guatemala,Ciudad de Guatemala,Electronica,Tablet,1,2533.46,tienda
268,2024-12-12,El Salvador,San Salvador,Deportes,Mancuernas,1,293.32,app
269,2024-06-19,Honduras,Tegucigalpa,Ropa,Camisa,2,192.09,app
270,2024-09-03,Honduras,Tegucigalpa,Ropa,Camisa,2,200.76,tienda
271,2024-01-14,Guatemala,Escuintla,Ropa,Camisa,1,167.00,app
272,2024-01-17,Guatemala,Quetzaltenango,Alimentos,Miel,2,71.62,app
273,2024-05-29,Costa Rica,Alajuela,Ropa,Zapatos,3,572.86,tienda
274,2024-04-26,El Salvador,San Salvador,Electronica,Tablet,2,2959.99,web
275,2024-01-02,Guatemala,Quetzaltenango,Ropa,Pantalon,4,287.11,app
276,2024-04-05,Honduras,Tegucigalpa,Hogar,Licuadora,1,443.37,tienda
277,2024-02-13,Honduras,San Pedro Sula,Electronica,Audifonos,1,327.88,tienda
278,2024-01-29,Honduras,Tegucigalpa,Electronica,Audifonos,1,332.09,web
279,2024-05-14,Guatemala,Ciudad de Guatemala,Deportes,Mancuernas,1,288.32,tienda
280,2024-09-09,Honduras,San Pedro Sula,Ropa,Camisa,1,174.86,web
281,2024-09-14,Costa Rica,San Jose,Electronica,Tablet,2,3062.49,web
282,2024-04-13,Guatemala,Antigua Guatemala,Alimentos,Miel,2,77.49,tienda
283,2024-08-18,Honduras,Tegucigalpa,Electronica,Tablet,2,2582.62,web
284,2024-11-09,Honduras,Tegucigalpa,Deportes,Balon,2,146.52,tienda
285,2024-01-02,Honduras,San Pedro Sula,Electronica,Bocina,2,839.43,tienda
286,2024-05-06,Guatemala,Quetzaltenango,Deportes,Balon,2,166.63,web
287,2024-05-26,Guatemala,Escuintla,Ropa,Camisa,1,174.37,tienda
288,2024-11-29,Guatemala,Antigua Guatemala,Deportes,Bicicleta,1,3793.71,tienda
289,2024-07-01,Costa Rica,Alajuela,Hogar,Cafetera,4,635.93,app
290,2024-03-12,Guatemala,Ciudad de Guatemala,Deportes,Bicicleta,1,3652.55,app
291,2024-01-27,Costa Rica,Alajuela,Ropa,Zapatos,1,570.46,tienda
292,2024-06-02,Mexico,Guadalajara,Ropa,Camisa,2,191.32,tienda
293,2024-06-30,Honduras,Tegucigalpa,Hogar,Lampara,1,226.86,tienda
294,2024-04-18,Costa Rica,San Jose,Ropa,Zapatos,1,543.41,tienda
295,2024-12-26,El Salvador,San Miguel,Deportes,Bicicleta,3,3833.17,tienda
296,2024-06-05,Costa Rica,San Jose,Deportes,Mancuernas,3,361.06,app
297,2024-10-18,Mexico,Monterrey,Alimentos,Cafe,1,102.63,app
298,2024-05-08,Costa Rica,Alajuela,Deportes,Mancuernas,2,328.36,app
299,2024-06-22,Costa Rica,San Jose,Electronica,Tablet,1,3114.48,app
300,2024-08-15,Honduras,Tegucigalpa,Alimentos,Chocolate,1,46.39,app
301,2024-04-30,Costa Rica,San Jose,Deportes,Bicicleta,3,3655.31,tienda
302,2024-09-21,Mexico,Ciudad de Mexico,Ropa,Zapatos,1,556.48,app
303,2024-02-23,Guatemala,Ciudad de Guatemala,Alimentos,Miel,3,67.20,tienda
304,2024-08-30,Guatemala,Ciudad de Guatemala,Hogar,Cafetera,2,629.16,tienda
305,2024-10-18,Honduras,San Pedro Sula,Hogar,Lampara,4,235.78,tienda
306,2024-05-28,Honduras,San Pedro Sula,Electronica,Telefono,1,4304.87,app
307,2024-03-20,Guatemala,Escuintla,Alimentos,Miel,2,74.05,app
308,2024-03-27,Mexico,Monterrey,Alimentos,Miel,4,68.05,app
309,2024-12-15,Costa Rica,San Jose,Ropa,Camisa,1,206.05,app
310,2024-11-06,Guatemala,Quetzaltenango,Deportes,Mancuernas,1,357.62,app
311,2024-09-05,Honduras,San Pedro Sula,Ropa,Pantalon,5,274.42,web
312,2024-04-22,Honduras,Tegucigalpa,Alimentos,Chocolate,2,46.14,web
313,2024-07-06,Honduras,Tegucigalpa,Deportes,Bicicleta,1,3847.33,tienda
314,2024-08-23,Guatemala,Antigua Guatemala,Alimentos,Chocolate,1,48.20,web
315,2024-08-19,Mexico,Guadalajara,Ropa,Pantalon,1,289.68,app
316,2024-09-25,Honduras,Tegucigalpa,Ropa,Zapatos,3,516.68,app
317,2024-02-20,Mexico,Monterrey,Ropa,Zapatos,1,474.11,tienda
318,2024-02-04,Costa Rica,Alajuela,Electronica,Tablet,5,2645.94,tienda
319,2024-03-07,Honduras,Tegucigalpa,Electronica,Telefono,2,4416.56,app
320,2024-07-20,Honduras,Tegucigalpa,Ropa,Zapatos,3,498.50,app
321,2024-03-12,Honduras,Tegucigalpa,Alimentos,Chocolate,2,42.75,app
322,2024-10-10,Mexico,Guadalajara,Ropa,Camisa,2,177.31,app
323,2024-06-27,Guatemala,Quetzaltenango,Alimentos,Cafe,2,87.16,web
324,2024-12-15,Guatemala,Quetzaltenango,Hogar,Lampara,1,230.62,tienda
325,2024-03-03,Honduras,Tegucigalpa,Ropa,Pantalon,1,290.93,app
326,2024-05-10,Guatemala,Ciudad de Guatemala,Ropa,Zapatos,3,486.44,web
