id_venta,fecha,pais,ciudad,categoria,producto,cantidad,precio_unitario,canal
32,2024-11-24,Panama,Ciudad de Panama,Alimentos,Cafe,4,106.36,web
33,2024-05-17,Costa Rica,Alajuela,Deportes,Bicicleta,1,3545.53,app
34,2024-08-31,Mexico,Monterrey,Hogar,Lampara,1,223.39,app
35,2024-06-18,Panama,Ciudad de Panama,Deportes,Mancuernas,1,342.87,web
36,2024-02-16,El Salvador,San Miguel,Alimentos,Cafe,4,101.48,app
37,2024-02-22,Honduras,Tegucigalpa,Hogar,Licuadora,1,456.50,tienda
38,2024-08-23,Mexico,Monterrey,Electronica,Tablet,1,3146.35,app
39,2024-11-26,Mexico,Ciudad de Mexico,Electronica,Tablet,1,3120.48,web
40,2024-09-18,Panama,Ciudad de Panama,Hogar,Cafetera,2,675.94,web
41,2024-03-02,El Salvador,Santa Ana,Alimentos,Cafe,2,105.34,tienda
42,2024-08-08,Mexico,Guadalajara,Ropa,Pantalon,1,239.17,web
43,2024-04-17,Panama,Ciudad de Panama,Alimentos,Miel,2,72.84,web
44,2024-11-08,Costa Rica,Alajuela,Deportes,Mancuernas,3,321.61,app
45,2024-12-02,Panama,Ciudad de Panama,Electronica,Bocina,2,1012.14,app
46,2024-01-03,Panama,Ciudad de Panama,Ropa,Pantalon,1,268.47,web
47,2024-05-15,Guatemala,Ciudad de Guatemala,Deportes,Bicicleta,1,4182.36,web
48,2024-08-29,Panama,Ciudad de Panama,Hogar,Cafetera,3,667.47,tienda
49,2024-06-17,Costa Rica,Alajuela,Hogar,Lampara,3,220.96,app
50,2024-08-16,El Salvador,Santa Ana,Ropa,Camisa,1,187.33,app
51,2024-12-24,Panama,Ciudad de Panama,Ropa,Camisa,1,162.85,tienda
52,2024-03-21,Mexico,Guadalajara,Hogar,Licuadora,2,495.36,web
53,2024-09-25,Mexico,Monterrey,Electronica,Tablet,1,2782.21,web
54,2024-08-04,El Salvador,San Salvador,Hogar,Licuadora,2,539.56,app
55,2024-03-11,Costa Rica,Alajuela,Ropa,Pantalon,2,284.01,web
56,2024-10-09,El Salvador,Santa Ana,Alimentos,Cafe,2,109.01,app
57,2024-12-14,Guatemala,Quetzaltenango,Ropa,Zapatos,4,582.44,web
58,2024-12-24,Panama,Ciudad de Panama,Deportes,Bicicleta,1,4423.43,app
59,2024-04-12,Panama,Ciudad de Panama,Deportes,Bicicleta,2,4434.34,app
60,2024-05-19,El Salvador,Santa Ana,Hogar,Licuadora,2,519.29,app
61,2024-01-01,Mexico,Guadalajara,Ropa,Zapatos,1,530.68,tienda
62,2024-08-04,Mexico,Monterrey,Ropa,Zapatos,3,516.89,app
63,2024-08-26,Costa Rica,San Jose,Deportes,Balon,1,172.23,tienda
64,2024-09-01,Panama,Ciudad de Panama,Ropa,Zapatos,2,568.90,app
65,2024-03-17,El Salvador,San Salvador,Ropa,Camisa,2,182.76,tienda
66,2024-09-19,Honduras,Tegucigalpa,Deportes,Bicicleta,4,4013.90,tienda
67,2024-10-16,Panama,Ciudad de Panama,Ropa,Pantalon,2,261.54,web
68,2024-06-16,Costa Rica,San Jose,Ropa,Camisa,1,199.28,app
69,2024-08-25,Honduras,Tegucigalpa,Ropa,Zapatos,1,531.32,app
70,2024-11-25,Costa Rica,San Jose,Electronica,Tablet,5,2708.29,app
71,2024-12-12,Panama,Ciudad de Panama,Alimentos,Miel,1,68.16,tienda
72,2024-12-27,Honduras,Tegucigalpa,Electronica,Tablet,1,2780.11,web
73,2024-01-29,Panama,Ciudad de Panama,Ropa,Camisa,1,181.43,app
74,2024-08-06,Panama,Ciudad de Panama,Hogar,Licuadora,1,444.78,tienda
75,2024-08-03,El Salvador,San Salvador,Electronica,Telefono,2,3960.11,app
76,2024-10-15,Mexico,Monterrey,Hogar,Cafetera,3,600.95,web
77,2024-06-23,Panama,Ciudad de Panama,Hogar,Cafetera,1,683.96,app
78,2024-08-31,Panama,Ciudad de Panama,Deportes,Bicicleta,4,4029.97,tienda
79,2024-03-29,El Salvador,Santa Ana,Electronica,Telefono,1,4126.60,app
80,2024-02-16,Panama,Ciudad de Panama,Hogar,Lampara,3,209.84,app
81,2024-07-02,Honduras,San Pedro Sula,Alimentos,Chocolate,1,51.57,app
82,2024-04-25,Mexico,Guadalajara,Hogar,Licuadora,1,537.66,web
83,2024-01-06,Panama,Ciudad de Panama,Electronica,Telefono,2,4675.26,web
84,2024-09-12,Panama,Ciudad de Panama,Deportes,Bicicleta,1,3560.70,app
85,2024-09-10,Panama,Ciudad de Panama,Deportes,Balon,1,160.02,app
86,2024-08-12,Honduras,San Pedro Sula,Ropa,Camisa,1,165.38,web
87,2024-07-01,Panama,Ciudad de Panama,Alimentos,Cafe,2,101.84,web
88,2024-07-17,Mexico,Ciudad de Mexico,Hogar,Licuadora,2,533.86,web
89,2024-02-17,Panama,Ciudad de Panama,Hogar,Cafetera,2,617.78,web
90,2024-03-29,Panama,Ciudad de Panama,Ropa,Zapatos,1,558.64,tienda
91,2024-09-23,El Salvador,Santa Ana,Hogar,Licuadora,1,527.12,app
92,2024-05-19,Mexico,Ciudad de Mexico,Alimentos,Miel,1,65.23,tienda
93,2024-01-21,Panama,Ciudad de Panama,Hogar,Licuadora,1,530.77,web
94,2024-06-27,Panama,Ciudad de Panama,Deportes,Bicicleta,1,4210.02,web
95,2024-01-18,El Salvador,Santa Ana,Deportes,Mancuernas,4,358.66,app
96,2024-09-29,Honduras,Tegucigalpa,Ropa,Camisa,1,169.71,tienda
97,2024-08-11,Panama,Ciudad de Panama,Electronica,Audifonos,4,328.08,tienda
98,2024-12-10,Mexico,Ciudad de Mexico,Alimentos,Chocolate,4,42.08,web
99,2024-06-14,Panama,Ciudad de Panama,Deportes,Balon,1,154.40,web
100,2024-12-16,Panama,Ciudad de Panama,Deportes,Mancuernas,3,291.53,web
101,2024-06-14,Panama,Ciudad de Panama,Hogar,Licuadora,2,447.55,web
102,2024-12-16,Honduras,San Pedro Sula,Hogar,Cafetera,2,693.72,tienda
103,2024-02-24,Panama,Ciudad de Panama,Alimentos,Chocolate,3,43.67,web
104,2024-03-15,Panama,Ciudad de Panama,Ropa,Zapatos,3,479.95,web
105,2024-11-13,Panama,Ciudad de Panama,Alimentos,Miel,1,65.02,app
106,2024-03-09,Mexico,Guadalajara,Deportes,Balon,3,136.84,app
107,2024-08-05,Panama,Ciudad de Panama,Ropa,Zapatos,2,489.65,tienda
108,2024-02-15,Mexico,Monterrey,Hogar,Lampara,1,231.14,tienda
109,2024-09-22,Mexico,Guadalajara,Ropa,Pantalon,2,271.70,app
110,2024-08-12,El Salvador,San Miguel,Deportes,Balon,2,170.42,web
111,2024-04-27,El Salvador,San Salvador,Electronica,Audifonos,2,322.96,web
112,2024-11-27,Mexico,Guadalajara,Ropa,Zapatos,3,559.22,tienda
113,2024-10-25,Mexico,Guadalajara,Deportes,Balon,1,141.32,web
114,2024-12-02,Honduras,San Pedro Sula,Deportes,Balon,1,136.40,tienda
115,2024-02-10,El Salvador,San Miguel,Deportes,Bicicleta,2,3654.09,tienda
116,2024-01-27,Costa Rica,Alajuela,Deportes,Bicicleta,3,3576.83,tienda
117,2024-02-01,Panama,Ciudad de Panama,Electronica,Bocina,4,957.55,app
118,2024-02-03,Mexico,Ciudad de Mexico,Alimentos,Miel,1,68.04,app
119,2024-12-05,Honduras,San Pedro Sula,Ropa,Zapatos,1,579.13,web
120,2024-11-27,Mexico,Ciudad de Mexico,Ropa,Camisa,2,162.34,web
121,2024-05-22,Panama,Ciudad de Panama,Ropa,Pantalon,1,294.41,app
122,2024-04-06,Panama,Ciudad de Panama,Ropa,Zapatos,5,525.90,app
123,2024-12-01,Panama,Ciudad de Panama,Hogar,Cafetera,4,614.76,web
124,2024-10-12,Honduras,San Pedro Sula,Deportes,Mancuernas,2,303.05,app
125,2024-08-04,Costa Rica,San Jose,Hogar,Cafetera,5,636.15,tienda
126,2024-12-30,Panama,Ciudad de Panama,Electronica,Audifonos,4,349.01,app
127,2024-11-25,Honduras,San Pedro Sula,Deportes,Balon,2,160.83,app
128,2024-12-05,Panama,Ciudad de Panama,Ropa,Camisa,3,195.00,web
129,2024-05-12,Panama,Ciudad de Panama,Deportes,Mancuernas,1,356.09,tienda
130,2024-11-08,El Salvador,Santa Ana,Deportes,Mancuernas,2,291.68,web
131,2024-03-18,Honduras,San Pedro Sula,Alimentos,Miel,1,70.44,app
132,2024-09-22,Mexico,Monterrey,Electronica,Telefono,1,4451.70,app
133,2024-11-17,Panama,Ciudad de Panama,Ropa,Zapatos,1,505.41,app
134,2024-08-01,Honduras,Tegucigalpa,Electronica,Audifonos,2,382.11,web
135,2024-07-23,Panama,Ciudad de Panama,Ropa,Camisa,2,172.98,app
136,2024-09-22,Panama,Ciudad de Panama,Hogar,Cafetera,1,592.04,app
137,2024-01-10,Mexico,Monterrey,Deportes,Mancuernas,4,300.68,app
138,2024-02-14,Honduras,San Pedro Sula,Alimentos,Cafe,1,88.69,web
139,2024-11-11,Honduras,Tegucigalpa,Electronica,Audifonos,3,378.94,tienda
140,2024-09-29,El Salvador,San Salvador,Deportes,Bicicleta,2,3559.82,web
141,2024-08-23,Mexico,Monterrey,Alimentos,Cafe,2,96.05,tienda
142,2024-11-09,El Salvador,San Miguel,Alimentos,Miel,2,78.21,tienda
143,2024-07-04,Mexico,Monterrey,Hogar,Licuadora,1,449.17,web
144,2024-05-08,Honduras,Tegucigalpa,Alimentos,Cafe,1,99.92,app
145,2024-03-13,Mexico,Guadalajara,Electronica,Audifonos,3,399.26,web
146,2024-03-27,Mexico,Guadalajara,Electronica,Bocina,1,979.57,web
147,2024-11-09,El Salvador,Santa Ana,Electronica,Bocina,1,990.20,tienda
148,2024-11-17,El Salvador,Santa Ana,Deportes,Bicicleta,2,4223.71,tienda
149,2024-04-17,Guatemala,Ciudad de Guatemala,Ropa,Pantalon,2,253.84,tienda
150,2024-08-25,Honduras,San Pedro Sula,Deportes,Bicicleta,1,3585.04,tienda
151,2024-12-02,Mexico,Ciudad de Mexico,Electronica,Bocina,1,969.74,app
152,2024-02-04,Mexico,Ciudad de Mexico,Deportes,Bicicleta,3,4398.59,tienda
153,2024-06-27,Mexico,Guadalajara,Electronica,Bocina,1,836.21,web
154,2024-06-29,Mexico,Monterrey,Ropa,Pantalon,1,277.33,web
155,2024-03-14,Mexico,Ciudad de Mexico,Hogar,Cafetera,2,605.91,web
156,2024-02-14,Panama,Ciudad de Panama,Deportes,Balon,3,169.80,web
157,2024-03-03,Mexico,Guadalajara,Alimentos,Chocolate,1,47.47,app
158,2024-12-04,Panama,Ciudad de Panama,Deportes,Mancuernas,1,347.93,web
159,2024-10-28,Honduras,Tegucigalpa,Electronica,Bocina,1,822.66,web
160,2024-03-08,Panama,Ciudad de Panama,Ropa,Camisa,1,184.39,web
161,2024-08-26,El Salvador,San Salvador,Hogar,Cafetera,1,742.12,web
162,2024-08-25,El Salvador,San Salvador,Hogar,Cafetera,2,659.38,web
163,2024-05-16,El Salvador,Santa Ana,Deportes,Balon,3,148.29,app
164,2024-01-12,Mexico,Monterrey,Hogar,Cafetera,4,638.06,tienda
165,2024-08-30,Panama,Ciudad de Panama,Alimentos,Chocolate,4,41.24,app
166,2024-09-19,Honduras,Tegucigalpa,Hogar,Lampara,1,237.06,app
167,2024-02-29,El Salvador,San Salvador,Deportes,Balon,3,135.26,web
168,2024-11-15,El Salvador,San Salvador,Deportes,Balon,2,135.17,app
169,2024-09-10,Panama,Ciudad de Panama,Ropa,Pantalon,1,271.00,app
170,2024-05-06,Guatemala,Quetzaltenango,Ropa,Zapatos,3,595.71,app
171,2024-11-29,Mexico,Ciudad de Mexico,Alimentos,Cafe,1,107.50,tienda
172,2024-08-30,Guatemala,Escuintla,Ropa,Pantalon,1,270.33,tienda
173,2024-02-27,Honduras,San Pedro Sula,Ropa,Zapatos,4,589.37,web
174,2024-04-26,Guatemala,Escuintla,Ropa,Pantalon,1,245.63,tienda
175,2024-05-09,El Salvador,Santa Ana,Hogar,Lampara,1,219.77,web
176,2024-11-03,Honduras,Tegucigalpa,Ropa,Pantalon,4,296.75,app
177,2024-11-24,Panama,Ciudad de Panama,Hogar,Licuadora,2,443.69,app
178,2024-12-06,Honduras,San Pedro Sula,Ropa,Pantalon,1,250.61,web
179,2024-09-12,Honduras,Tegucigalpa,Ropa,Pantalon,2,276.19,web
180,2024-06-25,Costa Rica,San Jose,Electronica,Bocina,1,878.24,app
181,2024-05-27,Panama,Ciudad de Panama,Deportes,Bicicleta,2,3638.55,tienda
182,2024-08-15,Costa Rica,San Jose,Alimentos,Cafe,1,95.49,tienda
183,2024-02-17,Honduras,Tegucigalpa,Deportes,Bicicleta,1,3874.13,web
184,2024-08-10,Panama,Ciudad de Panama,Deportes,Mancuernas,1,313.53,tienda
185,2024-03-12,Guatemala,Quetzaltenango,Hogar,Licuadora,1,479.59,tienda
186,2024-09-11,Panama,Ciudad de Panama,Deportes,Bicicleta,1,3853.60,app
187,2024-01-02,Mexico,Ciudad de Mexico,Deportes,Balon,2,144.39,web
188,2024-01-11,Mexico,Guadalajara,Ropa,Pantalon,2,295.24,web
189,2024-04-06,Costa Rica,San Jose,Deportes,Balon,2,170.87,web
190,2024-06-21,El Salvador,San Miguel,Alimentos,Cafe,1,92.69,web
191,2024-05-08,Mexico,Guadalajara,Deportes,Bicicleta,2,4291.91,app
192,2024-11-19,Honduras,San Pedro Sula,Deportes,Balon,3,143.39,app
193,2024-04-28,Panama,Ciudad de Panama,Alimentos,Chocolate,1,41.15,app
194,2024-09-05,Honduras,Tegucigalpa,Deportes,Mancuernas,2,309.14,tienda
195,2024-05-24,Panama,Ciudad de Panama,Hogar,Lampara,2,196.58,app
196,2024-10-26,Honduras,Tegucigalpa,Ropa,Pantalon,2,259.85,web
197,2024-09-22,Mexico,Guadalajara,Alimentos,Miel,3,64.31,web
198,2024-05-04,Honduras,Tegucigalpa,Alimentos,Miel,3,67.56,web
199,2024-07-21,Mexico,Guadalajara,Electronica,Bocina,2,892.65,app
200,2024-06-15,Mexico,Monterrey,Ropa,Zapatos,1,478.80,app
201,2024-07-07,Mexico,Ciudad de Mexico,Electronica,Audifonos,2,370.97,app
202,2024-07-23,Mexico,Monterrey,Electronica,Bocina,1,1001.53,web
203,2024-07-18,Mexico,Guadalajara,Deportes,Mancuernas,3,346.18,web
204,2024-01-26,Mexico,Ciudad de Mexico,Alimentos,Miel,1,77.74,tienda
205,2024-02-22,Panama,Ciudad de Panama,Deportes,Bicicleta,1,3526.75,web
206,2024-02-13,Mexico,Monterrey,Electronica,Telefono,1,4336.51,app
207,2024-02-29,Mexico,Guadalajara,Electronica,Telefono,2,4201.80,tienda
208,2024-01-14,Panama,Ciudad de Panama,Alimentos,Cafe,5,95.03,web
209,2024-07-18,Panama,Ciudad de Panama,Deportes,Balon,3,168.23,web
210,2024-06-22,Panama,Ciudad de Panama,Hogar,Licuadora,2,470.23,tienda
211,2024-04-05,Mexico,Guadalajara,Alimentos,Chocolate,1,46.17,web
212,2024-11-09,Panama,Ciudad de Panama,Hogar,Lampara,1,194.36,web
213,2024-12-08,El Salvador,Santa Ana,Alimentos,Cafe,1,92.77,app
214,2024-03-10,Mexico,Ciudad de Mexico,Hogar,Licuadora,1,547.35,app
215,2024-01-13,Panama,Ciudad de Panama,Hogar,Licuadora,1,437.33,app
216,2024-08-24,Mexico,Guadalajara,Alimentos,Chocolate,2,47.50,tienda
217,2024-09-19,Panama,Ciudad de Panama,Electronica,Audifonos,1,357.84,app
218,2024-06-30,Panama,Ciudad de Panama,Electronica,Bocina,1,865.69,app
219,2024-06-11,Mexico,Ciudad de Mexico,Ropa,Pantalon,1,279.19,tienda
220,2024-06-26,Panama,Ciudad de Panama,Alimentos,Miel,3,77.04,web
221,2024-02-04,Costa Rica,San Jose,Alimentos,Miel,2,78.21,tienda
222,2024-03-21,Honduras,Tegucigalpa,Ropa,Zapatos,1,543.48,app
223,2024-06-18,El Salvador,San Miguel,Hogar,Licuadora,1,434.76,app
224,2024-10-28,Panama,Ciudad de Panama,Electronica,Tablet,1,3199.41,app
225,2024-05-29,Panama,Ciudad de Panama,Alimentos,Cafe,2,91.26,tienda
226,2024-12-15,Honduras,San Pedro Sula,Deportes,Balon,1,142.17,web
227,2024-04-23,Panama,Ciudad de Panama,Electronica,Tablet,4,2713.40,tienda
228,2024-10-31,Panama,Ciudad de Panama,Hogar,Cafetera,3,640.05,web
229,2024-12-02,Panama,Ciudad de Panama,Hogar,Cafetera,1,596.82,app
230,2024-01-21,El Salvador,San Salvador,Ropa,Camisa,5,181.39,web
231,2024-04-07,Mexico,Guadalajara,Ropa,Zapatos,1,514.39,tienda
232,2024-03-23,Mexico,Ciudad de Mexico,Ropa,Pantalon,1,236.01,app
233,2024-01-12,El Salvador,San Salvador,Deportes,Balon,1,168.53,web
234,2024-12-27,Panama,Ciudad de Panama,Deportes,Balon,4,158.26,app
235,2024-05-09,Honduras,San Pedro Sula,Electronica,Telefono,2,4607.40,app
236,2024-12-19,Honduras,Tegucigalpa,Alimentos,Cafe,1,91.79,web
237,2024-03-28,Panama,Ciudad de Panama,Electronica,Telefono,2,4581.01,tienda
238,2024-08-23,Honduras,San Pedro Sula,Electronica,Audifonos,4,331.37,web
239,2024-12-06,Panama,Ciudad de Panama,Hogar,Cafetera,1,630.68,app
240,2024-07-09,Honduras,San Pedro Sula,Alimentos,Chocolate,1,44.33,tienda
241,2024-11-22,Panama,Ciudad de Panama,Deportes,Balon,2,136.82,app
242,2024-08-23,Honduras,Tegucigalpa,Ropa,Camisa,4,168.41,app
243,2024-03-10,Panama,Ciudad de Panama,Ropa,Pantalon,4,251.89,app
244,2024-10-08,Panama,Ciudad de Panama,Ropa,Pantalon,2,237.68,app
245,2024-08-08,Panama,Ciudad de Panama,Hogar,Cafetera,2,725.85,app
246,2024-11-09,Mexico,Ciudad de Mexico,Alimentos,Cafe,1,91.25,app
247,2024-11-25,Panama,Ciudad de Panama,Electronica,Bocina,3,989.52,app
248,2024-10-13,Honduras,Tegucigalpa,Ropa,Zapatos,3,538.44,web
249,2024-03-08,Mexico,Ciudad de Mexico,Alimentos,Cafe,4,86.71,app
250,2024-12-17,El Salvador,San Miguel,Hogar,Lampara,1,218.33,web
251,2024-01-17,Panama,Ciudad de Panama,Deportes,Mancuernas,5,333.58,web
252,2024-11-29,Panama,Ciudad de Panama,Electronica,Telefono,1,4692.41,web
253,2024-06-03,Panama,Ciudad de Panama,Ropa,Pantalon,1,264.41,web
254,2024-03-09,Panama,Ciudad de Panama,Hogar,Lampara,1,189.58,app
255,2024-12-04,El Salvador,San Salvador,Deportes,Bicicleta,1,3917.85,web
256,2024-05-30,Mexico,Guadalajara,Hogar,Lampara,2,195.33,web
257,2024-09-17,Mexico,Ciudad de Mexico,Electronica,Telefono,3,4069.56,tienda
258,2024-05-24,Mexico,Ciudad de Mexico,Alimentos,Cafe,1,105.54,tienda
259,2024-01-16,Mexico,Monterrey,Ropa,Pantalon,1,293.04,web
260,2024-09-10,Panama,Ciudad de Panama,Hogar,Cafetera,1,620.24,app
261,2024-01-31,Mexico,Guadalajara,Hogar,Cafetera,2,596.59,web
262,2024-08-19,Honduras,San Pedro Sula,Ropa,Pantalon,1,241.69,tienda
263,2024-02-26,Honduras,San Pedro Sula,Deportes,Bicicleta,1,4317.34,tienda
264,2024-07-29,Panama,Ciudad de Panama,Hogar,Licuadora,2,496.82,tienda
265,2024-07-17,Panama,Ciudad de Panama,Deportes,Balon,3,165.12,app
266,2024-11-13,Mexico,Guadalajara,Ropa,Pantalon,1,266.81,web
267,2024-06-26,Panama,Ciudad de Panama,Alimentos,Chocolate,2,43.62,app
268,2024-09-06,Panama,Ciudad de Panama,Ropa,Camisa,1,190.59,web
269,2024-10-08,Panama,Ciudad de Panama,Electronica,Tablet,1,2909.70,app
270,2024-06-24,Costa Rica,San Jose,Alimentos,Miel,3,65.79,tienda
271,2024-04-29,Mexico,Monterrey,Electronica,Bocina,1,878.87,tienda
272,2024-08-09,Costa Rica,San Jose,Hogar,Cafetera,3,618.41,app
273,2024-05-08,Panama,Ciudad de Panama,Electronica,Tablet,1,3042.29,app
274,2024-03-16,Panama,Ciudad de Panama,Alimentos,Cafe,1,89.50,tienda
275,2024-11-27,Panama,Ciudad de Panama,Electronica,Telefono,1,3813.30,app
276,2024-12-19,Mexico,Guadalajara,Electronica,Telefono,2,4425.68,app
277,2024-09-17,El Salvador,San Salvador,Alimentos,Miel,1,76.27,app
278,2024-03-09,Guatemala,Antigua Guatemala,Electronica,Bocina,5,979.16,tienda
279,2024-07-31,Panama,Ciudad de Panama,Hogar,Licuadora,1,464.28,app
280,2024-06-05,Mexico,Guadalajara,Hogar,Licuadora,1,492.35,web
281,2024-04-18,El Salvador,San Salvador,Deportes,Mancuernas,1,293.25,tienda
282,2024-11-18,Panama,Ciudad de Panama,Ropa,Camisa,2,192.01,web
283,2024-11-29,El Salvador,San Salvador,Hogar,Licuadora,2,432.67,app
284,2024-01-05,Honduras,Tegucigalpa,Alimentos,Miel,1,80.17,app
285,2024-08-21,Panama,Ciudad de Panama,Deportes,Bicicleta,1,4280.06,tienda
286,2024-07-18,Mexico,Monterrey,Alimentos,Chocolate,1,44.71,tienda
287,2024-10-17,Panama,Ciudad de Panama,Deportes,Mancuernas,1,360.21,web
288,2024-09-22,Panama,Ciudad de Panama,Deportes,Mancuernas,3,342.45,app
289,2024-11-19,Mexico,Monterrey,Ropa,Zapatos,1,532.43,web
290,2024-03-22,Honduras,Tegucigalpa,Deportes,Mancuernas,4,358.91,web
291,2024-02-18,Panama,Ciudad de Panama,Ropa,Camisa,4,202.07,web
292,2024-04-12,Panama,Ciudad de Panama,Alimentos,Chocolate,1,44.69,tienda
293,2024-11-27,Mexico,Guadalajara,Hogar,Lampara,1,232.79,app
294,2024-06-09,El Salvador,Santa Ana,Hogar,Cafetera,1,623.54,web
295,2024-07-15,Mexico,Guadalajara,Deportes,Bicicleta,1,3805.84,tienda
296,2024-12-04,El Salvador,Santa Ana,Deportes,Balon,2,138.88,web
297,2024-06-13,Honduras,San Pedro Sula,Electronica,Audifonos,2,379.57,app
298,2024-07-19,Guatemala,Escuintla,Deportes,Mancuernas,1,347.40,app
299,2024-01-12,Panama,Ciudad de Panama,Ropa,Pantalon,4,277.12,app
300,2024-02-20,Panama,Ciudad de Panama,Hogar,Licuadora,1,540.02,web
301,2024-02-10,Guatemala,Quetzaltenango,Deportes,Mancuernas,4,347.45,tienda
302,2024-08-27,Honduras,San Pedro Sula,Electronica,Bocina,1,1033.70,tienda
303,2024-10-16,Mexico,Ciudad de Mexico,Ropa,Zapatos,1,475.69,tienda
304,2024-08-06,Panama,Ciudad de Panama,Alimentos,Cafe,1,108.82,app
305,2024-10-03,Panama,Ciudad de Panama,Ropa,Camisa,1,174.09,web
306,2024-03-07,Honduras,San Pedro Sula,Alimentos,Cafe,1,92.56,web
307,2024-05-17,Mexico,Ciudad de Mexico,Deportes,Mancuernas,4,332.23,web
308,2024-09-01,Mexico,Ciudad de Mexico,Electronica,Bocina,1,955.57,web
309,2024-04-03,El Salvador,Santa Ana,Electronica,Telefono,1,4699.08,app
310,2024-04-30,Honduras,Tegucigalpa,Ropa,Zapatos,1,557.70,tienda
311,2024-10-07,Honduras,Tegucigalpa,Alimentos,Cafe,1,94.89,app
312,2024-01-24,Mexico,Guadalajara,Deportes,Bicicleta,2,3759.93,app
313,2024-10-03,Costa Rica,Alajuela,Alimentos,Miel,2,77.51,web
314,2024-10-19,Costa Rica,San Jose,Hogar,Licuadora,2,541.52,app
315,2024-03-11,Honduras,San Pedro Sula,Alimentos,Chocolate,2,41.36,tienda
316,2024-10-31,Panama,Ciudad de Panama,Alimentos,Chocolate,4,46.92,web
317,2024-11-09,Mexico,Ciudad de Mexico,Alimentos,Chocolate,4,49.35,app
318,2024-11-24,Guatemala,Ciudad de Guatemala,Electronica,Tablet,5,3032.33,web
319,2024-11-19,Mexico,Guadalajara,Electronica,Tablet,1,3112.99,tienda
320,2024-05-19,Mexico,Ciudad de Mexico,Deportes,Mancuernas,1,321.20,tienda
321,2024-12-06,Honduras,San Pedro Sula,Ropa,Zapatos,1,487.07,web
322,2024-08-14,Mexico,Ciudad de Mexico,Alimentos,Cafe,1,101.95,web
323,2024-12-13,Panama,Ciudad de Panama,Hogar,Cafetera,2,632.00,web
324,2024-06-25,Panama,Ciudad de Panama,Alimentos,Miel,2,68.41,tienda
325,2024-12-02,Costa Rica,San Jose,Alimentos,Chocolate,3,43.84,web
326,2024-11-11,Mexico,Monterrey,Hogar,Lampara,3,241.47,web
327,2024-10-08,Costa Rica,San Jose,Ropa,Zapatos,1,468.49,web
328,2024-11-22,Panama,Ciudad de Panama,Alimentos,Cafe,1,90.15,web
329,2024-03-26,El Salvador,San Miguel,Hogar,Licuadora,5,484.48,web
330,2024-12-06,Panama,Ciudad de Panama,Ropa,Zapatos,5,511.97,web
331,2024-07-05,Mexico,Monterrey,Alimentos,Miel,1,77.78,app
332,2024-03-15,Panama,Ciudad de Panama,Alimentos,Miel,4,75.51,web
